param,value
angle_range--right--MotionBlurTransform,0.032293267490201644
angle_range--left--MotionBlurTransform,0.029860386426300164
distort_limit--right--OpticalDistortionTransform,0.02939273719156001
brightness_coefficient--RainTransform,0.028110465808401645
drop_length--RainTransform,0.027985084053030077
distort_limit--left--OpticalDistortionTransform,0.026442395471257707
idx_choice--5,0.025336048971650402
unit_size_range--left--GridDropoutTransform,0.02078247222915664
alpha--right--EmbossTransform,0.02002403494848323
sat_shift_limit--left--HSVTransform,0.019638917306363395
idx_choice--7,0.01959828561086354
unit_size_range--right--GridDropoutTransform,0.018727651879262695
idx_choice--6,0.018036410350408455
idx_choice--3,0.017811457303045685
idx_choice--4,0.017510248635058713
operation--MorphologicalTransform,0.017307468405344476
drop_width--RainTransform,0.01673048337429046
scale--right--MorphologicalTransform,0.01567701631034671
ratio--GridDropoutTransform,0.01551383343124697
idx_choice--1,0.015304418093783403
alpha--left--EmbossTransform,0.014639792140705248
by_channels--EqualizeTransform,0.014607090643533986
mode--EqualizeTransform,0.014607090643533986
snow_point_range--left--SnowTransform,0.014140538246028551
scale--left--MorphologicalTransform,0.013516330993280751
slant_range--left--RainTransform,0.013466997721491606
method--SharpenTransform,0.013403584701482995
scale_limit--right--ShiftScaleRotateTransform,0.013003457307609224
scale_limit--left--ShiftScaleRotateTransform,0.012951635875246947
dropout_prob--PixelDropoutTransform,0.012305680590077235
interpolation--ChromaticAberrationTransform,0.012248445768724199
brightness_coeff--SnowTransform,0.012013013984031201
lightness--left--SharpenTransform,0.011997528554502316
blur_limit--GaussianBlurTransform,0.01192683342515443
threshold_range--right--SolarizeTransform,0.011092186787965898
blur_limit--left--BlurTransform,0.011052331778195222
scale--right--PerspectiveTransform,0.010843408432416716
sat_shift_limit--right--HSVTransform,0.010603037310727911
num_holes_range--left--CoarseDropoutTransform,0.010491742147214638
idx_choice--2,0.010437976974608394
fill--PerspectiveTransform,0.010351483609302723
max_factor--right--ZoomBlurTransform,0.010278734584995246
contrast_limit--right--BrightnessContrastTransform,0.0101194610980319
lightness--right--SharpenTransform,0.009940841463972543
max_factor--left--ZoomBlurTransform,0.009531484495760276
fill--ShiftScaleRotateTransform,0.009456888485494
num_holes_range--right--CoarseDropoutTransform,0.008689044562459398
blur_limit--right--BlurTransform,0.008482248454321146
alias_blur--right--DefocusTransform,0.00837518425749767
quality_range--left--CompressionTransform,0.008372140373527662
threshold_range--left--SolarizeTransform,0.008361275355118717
alias_blur--left--DefocusTransform,0.007804594261496824
g_shift_limit--left--RGBShiftTransform,0.007107534153032835
scale_range--right--DownscaleTransform,0.006931129752722487
radius--left--DefocusTransform,0.006831064034167166
val_shift_limit--right--HSVTransform,0.006726607382786208
slant_range--right--RainTransform,0.006685834154756505
num_bits--PosterizeTransform,0.006649771420014882
scale_range--left--DownscaleTransform,0.006537075089737949
strength--right--EmbossTransform,0.006485848758122741
brightness_limit--left--BrightnessContrastTransform,0.006371975756831013
per_channel--PixelDropoutTransform,0.006317158308649194
contrast_limit--left--BrightnessContrastTransform,0.0061459712771666656
hue_shift_limit--right--HSVTransform,0.0060041610932096545
rain_type--RainTransform,0.005558841167355258
b_shift_limit--right--RGBShiftTransform,0.005313670742171652
blur_value--RainTransform,0.004982321274663321
r_shift_limit--right--RGBShiftTransform,0.004932523549627312
sigma_limit--left--GaussianBlurTransform,0.004929554450167149
blur_limit--left--MotionBlurTransform,0.004914992066263953
fill--GridDropoutTransform,0.004710663311257055
idx_choice--0,0.004509979600778624
fill--OpticalDistortionTransform,0.004117687178799558
rotate_limit--left--ShiftScaleRotateTransform,0.004112830567057531
g_shift_limit--right--RGBShiftTransform,0.004071763136616537
compression_type--CompressionTransform,0.004011076352692625
mode--ChromaticAberrationTransform,0.003903368066014852
blur_limit--right--MotionBlurTransform,0.003713072501105496
direction_range--left--MotionBlurTransform,0.003701473819953306
fill--CoarseDropoutTransform,0.0036780130403253996
step_factor--right--ZoomBlurTransform,0.003671548448824347
b_shift_limit--left--RGBShiftTransform,0.0035770730669285626
quality_range--right--CompressionTransform,0.003382850583565754
step_factor--left--ZoomBlurTransform,0.0033456302304076036
blur_limit--right--MedianBlurTransform,0.0032534763512024343
gamma_limit--right--GammaTransform,0.0029103964867721725
strength--left--EmbossTransform,0.002799876831278256
hole_height_range--left--CoarseDropoutTransform,0.0026252872311397077
scale--RainbowTransform,0.002481005687621772
scale--left--PerspectiveTransform,0.0024084368350929235
primary_distortion_limit--right--ChromaticAberrationTransform,0.002238168530300965
direction_range--right--MotionBlurTransform,0.0021850842651773414
hole_width_range--right--CoarseDropoutTransform,0.0020422580890301807
allow_shifted--MotionBlurTransform,0.0019767520289290168
val_shift_limit--left--HSVTransform,0.0019289240145148566
hue_shift_limit--left--HSVTransform,0.0016861010992071021
per_channel--RainbowTransform,0.0016590776017338755
hole_height_range--right--CoarseDropoutTransform,0.001493215494570691
secondary_distortion_limit--left--ChromaticAberrationTransform,0.0014700271562445202
blur_limit--left--MedianBlurTransform,0.0014221398334968093
brightness_limit--right--BrightnessContrastTransform,0.0013199142421469958
gamma_limit--left--GammaTransform,0.0012155326234622832
r_shift_limit--left--RGBShiftTransform,0.0011915158803164844
radius--right--DefocusTransform,0.0010893524303868232
alpha--left--SharpenTransform,0.0010594091345860841
alpha--right--SharpenTransform,0.0010357293302691837
shift_limit--right--ShiftScaleRotateTransform,0.0007229988243329505
shift_limit--left--ShiftScaleRotateTransform,0.0006616286948347137
secondary_distortion_limit--right--ChromaticAberrationTransform,0.0006263229893140738
sigma_limit--right--GaussianBlurTransform,0.0005562543854323844
primary_distortion_limit--left--ChromaticAberrationTransform,0.00033388184843835734
rotate_limit--right--ShiftScaleRotateTransform,0.00024223381796756684
hole_width_range--left--CoarseDropoutTransform,0.00013332409980833563
snow_point_range--right--SnowTransform,0.00010344150805245486
